#Observation Type, Mission, Instrument, Detector, Project, Filters, Waveband, Target Name, Target Classification, Observation ID, RA, Dec, Proposal ID, Principal Investigator, Product Type, Calibration Level, Start Time, End Time, Exposure Length, Min. Wavelength, Max. Wavelength, Observation Title, Release Date, Proposal Type, Sequence Number, Region,Focale, Format, Seeing, Moon, jpegURL, url
#@string, string, string, string, string, string, string, string, string, string, ra, dec, string, string, string, int, float, float, float, string, string, string, float, string, int, string, float, string, float, float, string, string
intentType,obs_collection,instrument_name,Detector,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,proposal_id,proposal_pi,dataproduct_type,calib_level,t_min,t_max,t_exptime,em_min,em_max,obs_title,t_obs_release,proposal_type,sequence_number,s_region,focale,format,Seeing,Moon,jpegURL,url
science,UT1,M603,Atik Titan,Deep sky objects,CLS CCD,OPTICAL,M 13,GlCl     ,66,250.423475 ,36.461319              ,,dtouzan@gmail.com,IMAGE,1,58291.92430556007,58291.933680559974,810,,,Stars in cluster,58299,,66,POLYGON 250.548475 36.586319 250.548475 36.336319 250.298475 36.336319 250.298475 36.586319,1000,image/fits,4,80,,
science,UT1,M603,Atik Titan,Deep sky objects,CLS CCD,OPTICAL,NGC 4656,GinPair  ,65,190.9903670181344 ,32.1703730799704,,dtouzan@gmail.com,IMAGE,1,58245.97847221978,58246.04236110998,5520,,,Dust in galaxy,58253,,65,POLYGON 191.115367018134 32.2953730799704 191.115367018134 32.0453730799704 190.865367018134 32.0453730799704 190.865367018134 32.2953730799704,500,image/fits,4,50,,
science,UT1,M603,Atik Titan,Deep sky objects,CLS CCD,OPTICAL,IC 2574,Galaxy   ,64,157.0984185727703 ,68.4120670459305,,dtouzan@gmail.com,IMAGE,1,58248.93333332986,58248.96527777985,2760,,,Dust in galaxy,58256,,64,POLYGON 157.22341857277 68.5370670459305 157.22341857277 68.2870670459305 156.97341857277 68.2870670459305 156.97341857277 68.5370670459305,500,image/fits,4,25,,
science,UT1,M603,Atik Titan,Deep sky objects,CLS CCD,OPTICAL,M 82,IG       ,63,148.968458 ,69.679703              ,,dtouzan@gmail.com,IMAGE,1,58244.0,58244.013888889924,1200,,,,58251,,63,POLYGON 149.093458 69.804703 149.093458 69.554703 148.843458 69.554703 148.843458 69.804703,1000,image/fits,4,80,,
science,UT1,M603,Atik Titan,Deep sky objects,CLS CCD,OPTICAL,NGC 4236,GinGroup ,62,184.175492 ,69.462569              ,,dtouzan@gmail.com,IMAGE,1,58251.90902777994,58251.94027777994,2700,,,Dust in galaxy,58259,,62,POLYGON 184.300492 69.587569 184.300492 69.337569 184.050492 69.337569 184.050492 69.587569,500,image/fits,4,0,,
science,UT1,M603,Atik Titan,Deep sky objects,CLS CCD,OPTICAL,M 66,GinPair  ,61,170.062608 ,12.991289              ,,dtouzan@gmail.com,IMAGE,1,58225.87430555979,58225.88611110998,1020,,,Dust in galaxy,58233,,61,POLYGON 170.187608 13.116289 170.187608 12.866289 169.937608 12.866289 169.937608 13.116289,500,image/fits,4,0,,
science,UT1,M603,Atik Titan,Deep sky objects,CLS CCD,OPTICAL,NGC 4400,PartofG  ,60,186.4833 ,33.5150                  ,,dtouzan@gmail.com,IMAGE,1,58258.90555555979,58258.93333332986,2400,,,,58266,,60,POLYGON 186.6083 33.64 186.6083 33.39 186.3583 33.39 186.3583 33.64,500,image/fits,4,50,,
science,UT1,M603,Atik Titan,Deep sky objects,CLS CCD,OPTICAL,M 81,Seyfert_2,59,148.88822108929 ,69.06529470194    ,,dtouzan@gmail.com,IMAGE,1,58241.91111110989,58241.92638889002,1320,,,Dust in galaxy,58249,,59,POLYGON 149.01322108929 69.19029470194 149.01322108929 68.94029470194 148.76322108929 68.94029470194 148.76322108929 69.19029470194,500,image/fits,4,100,,
science,UT1,M603,Atik Titan,Deep sky objects,CLS CCD,OPTICAL,NGC 4236,GinGroup ,58,184.175492 ,69.462569              ,,dtouzan@gmail.com,IMAGE,1,58242.887500000186,58242.93055556016,3720,,,Dust in galaxy,58250,,58,POLYGON 184.300492 69.587569 184.300492 69.337569 184.050492 69.337569 184.050492 69.587569,1000,image/fits,4,80,,
science,UT1,M603,Atik Titan,Deep sky objects,CLS CCD,OPTICAL,NGC 3180 / NGC 3184,GinGroup ,57,154.570771 ,41.424381              ,,dtouzan@gmail.com,IMAGE,1,58228.87152777985,58228.893749999814,1920,,,Dust in galaxy,58236,,57,POLYGON 154.695771 41.549381 154.695771 41.299381 154.445771 41.299381 154.445771 41.549381,500,image/fits,4,25,,
science,UT1,M603,Atik Titan,Deep sky objects,CLS CCD,OPTICAL,NGC 2403,AGN      ,56,114.214150 ,65.602547              ,,dtouzan@gmail.com,IMAGE,1,58198.87430555979,58198.91319443984,3360,,,,58206,,56,POLYGON 114.33915 65.727547 114.33915 65.477547 114.08915 65.477547 114.08915 65.727547,500,image/fits,4,25,,
science,UT1,M603,Atik Titan,Deep sky objects,CLS CCD,OPTICAL,NGC 2281,OpCl     ,55,102.0708 ,41.0783                  ,,dtouzan@gmail.com,IMAGE,1,58184.860416669864,58184.8763888902,1380,,,Stars in cluster,58192,,55,POLYGON 102.1958 41.2033 102.1958 40.9533 101.9458 40.9533 101.9458 41.2033,1000,image/fits,4,80,,
science,UT1,M603,Atik Titan,Deep sky objects,CLS CCD,OPTICAL,NGC 2419,GlCl     ,54,114.53546 ,38.88192                ,,dtouzan@gmail.com,IMAGE,1,58184.8763888902,58184.88472221978,720,,,Stars in cluster,58192,,54,POLYGON 114.66046 39.00692 114.66046 38.75692 114.41046 38.75692 114.41046 39.00692,1000,image/fits,4,80,,
science,UT1,M603,Atik Titan,PN resolution,CLS CCD,OPTICAL,M 1,SNR,53,083.63308  ,22.01450,,dtouzan@gmail.com,IMAGE,1,58161.829166669864,58161.84722222015,1560,,,M1 Nebula resolution,58169,,53,POLYGON 83.75808 22.1395 83.75808 21.8895 83.50808 21.8895 83.50808 22.1395,950,image/fits,4,0,,
science,UT1,M603,Atik Titan,Deep sky objects,CLS CCD,OPTICAL,NGC 2266,OpCl,52,100.8340  ,26.9850,,dtouzan@gmail.com,IMAGE,1,58161.888888889924,58161.89479167014,510,,,Stars in cluster,58169,,52,POLYGON 100.959 27.11 100.959 26.86 100.709 26.86 100.709 27.11,950,image/fits,4,0,,
science,UT1,M603,Atik Titan,PN resolution,CLS CCD,OPTICAL,NGC 2371,PN       ,51,111.3945352380818 ,29.4906750076898,,dtouzan@gmail.com,IMAGE,1,58164.87847222015,58164.89305556007,1260,,,HII OIII region,58172,,51,POLYGON 111.519535238081 29.6156750076898 111.519535238081 29.3656750076898 111.269535238081 29.3656750076898 111.269535238081 29.6156750076898,950,image/fits,4,0,,
science,UT1,M603,Atik Titan,Deep sky objects,CLS CCD,OPTICAL,NGC 2158,OpCl     ,50,091.8542 ,24.0967                  ,,dtouzan@gmail.com,IMAGE,1,58160.89999999991,58160.90347222006,300,,,Stars in cluster,58168,,50,POLYGON 91.9792 24.2217 91.9792 23.9717 91.7292 23.9717 91.7292 24.2217,950,image/fits,4,0,,
science,UT1,M603,Atik Titan,PN resolution,CLS CCD,OPTICAL,M 1,SNR,49,083.63308  ,22.01450,,dtouzan@gmail.com,IMAGE,1,58160.85416666977,58160.87083332986,1440,,,M1 Nebula resolution,58168,,49,POLYGON 83.75808 22.1395 83.75808 21.8895 83.50808 21.8895 83.50808 22.1395,950,image/fits,4,0,,
science,UT1,M603,Atik Titan,HII,CLS CCD,OPTICAL,NGC 2905 / NGC 2903,HII_G    ,48,143.042129 ,21.500831              ,,dtouzan@gmail.com,IMAGE,1,58161.96944444021,58161.982638889924,1140,,,HII Region in M 100,58169,,48,POLYGON 143.167129 21.625831 143.167129 21.375831 142.917129 21.375831 142.917129 21.625831,475,image/fits,4,0,,
science,UT1,M603,Atik Titan,PN resolution,CLS CCD,OPTICAL,NGC 2371,PN       ,47,111.3945352380818 ,29.4906750076898,,dtouzan@gmail.com,IMAGE,1,58161.90069444012,58161.918750000186,1560,,,HII OIII region,58169,,47,POLYGON 111.519535238081 29.6156750076898 111.519535238081 29.3656750076898 111.269535238081 29.3656750076898 111.269535238081 29.6156750076898,950,image/fits,4,0,,
science,UT1,M603,Atik Titan,PN resolution,CLS CCD,OPTICAL,M 1,SNR,46,083.63308  ,22.01450,,dtouzan@gmail.com,IMAGE,1,58153.78750000009,58153.80208333023,1260,,,M1 Nebula resolution,58161,,46,POLYGON 83.75808 22.1395 83.75808 21.8895 83.50808 21.8895 83.50808 22.1395,950,image/fits,4,80,,
science,UT1,M603,Atik Titan,HII,CLS CCD,OPTICAL,M 42 ,HII      ,45,083.8221 ,-05.3911             ,,dtouzan@gmail.com,IMAGE,1,58151.85416666977,58151.85590277985,150,,,HII Region in M 100,58159,,45,POLYGON 83.9471 -5.2661 83.9471 -5.5161 83.6971 -5.5161 83.6971 -5.2661,945,image/fits,4,100,,
science,UT1,M603,Atik Titan,Deep sky objects,CLS CCD,OPTICAL,M 103,OpCl     ,44,023.3458 ,60.6500                  ,,dtouzan@gmail.com,IMAGE,1,58058.97222222015,58058.97847221978,540,,,Stars in cluster,58066,,44,POLYGON 23.4708 60.775 23.4708 60.525 23.2208 60.525 23.2208 60.775,1100,image/fits,4,100,,
science,UT1,M603,Atik Titan,Deep sky objects,CLS CCD,OPTICAL,C 0132+610 / tr1,OpCl,43,023.9100  ,61.2750,,dtouzan@gmail.com,IMAGE,1,58058.99513889011,58059.0013888902,540,,,Stars in cluster,58066,,43,POLYGON 24.035 61.4 24.035 61.15 23.785 61.15 23.785 61.4,1100,image/fits,4,100,,
science,UT1,M603,Atik Titan,Deep sky objects,CLS CCD,OPTICAL,NGC 206 ,Assoc*   ,42,010.1408 ,40.7394                  ,,dtouzan@gmail.com,IMAGE,1,58056.94722221978,58056.956944440026,840,,,,58064,,42,POLYGON 10.2658 40.8644 10.2658 40.6144 10.0158 40.6144 10.0158 40.8644,550,image/fits,4,80,,
archive,UT1,M603,Atik Titan,Deep sky objects,L,OPTICAL,NGC 6939,OpCl     ,41,307.8750 ,60.6617                  ,,dtouzan@gmail.com,IMAGE,1,58056.87916667014,58056.881597219966,210,,,NGC 6939with 200mm focal length,58064,,41,POLYGON 308 60.7867 308 60.5367 307.75 60.5367 307.75 60.7867,1000,image/fits,3,80,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,M 52 ,OpCl     ,40,351.2000 ,61.5933                  ,,dtouzan@gmail.com,IMAGE,1,58053.88611110998,58053.90833332995,1920,,,M 52 with 200mm focal length,58061,,40,POLYGON 352 62.1933 352 60.9933 350.4 60.9933 350.4 62.1933,300,image/fits,3,50,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,M 33 ,GinGroup ,39,023.462100 ,30.659942              ,,dtouzan@gmail.com,IMAGE,1,58053.92152778013,58053.94097222015,1680,,,M 33 with 200mm focal length,58061,,39,POLYGON 24.2621 31.259942 24.2621 30.059942 22.6621 30.059942 22.6621 31.259942,200,image/fits,3,50,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,NGC 7789,OpCl     ,38,359.3500 ,56.7083                  ,,dtouzan@gmail.com,IMAGE,1,58039.9361111098,58039.946527780034,900,,,NGC 7789 with 200mm focal length,58047,,38,POLYGON 360.15 57.3083 360.15 56.1083 358.55 56.1083 358.55 57.3083,300,image/fits,3,50,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,NGC 7438,OpCl     ,37,344.3400 ,54.3750                  ,,dtouzan@gmail.com,IMAGE,1,58039.96249999991,58039.97291667014,900,,,NGC 7438 with 200mm focal length,58047,,37,POLYGON 345.14 54.975 345.14 53.775 343.54 53.775 343.54 54.975,300,image/fits,3,50,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,NGC 129,OpCl     ,36,007.5000 ,60.2183                  ,,dtouzan@gmail.com,IMAGE,1,58039.94861110998,58039.95902778022,900,,,NGC 129  with 200mm focal length,58047,,36,POLYGON 8.3 60.8183 8.3 59.6183 6.7 59.6183 6.7 60.8183,300,image/fits,3,50,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,NGC 206,Assoc*   ,35,010.1408 ,40.7394                  ,,dtouzan@gmail.com,IMAGE,1,58039.889583330136,58039.93124999991,3600,,,NGC 206  with 200mm focal length,58047,,35,POLYGON 10.9408 41.3394 10.9408 40.1394 9.3408 40.1394 9.3408 41.3394,300,image/fits,3,50,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,NGC 7331,LINER    ,34,339.267092 ,34.415919              ,,dtouzan@gmail.com,IMAGE,1,58015.91666666977,58015.95833333023,3600,,,NGC 7331 with 200mm focal length,58023,,34,POLYGON 340.067092 35.015919 340.067092 33.815919 338.467092 33.815919 338.467092 35.015919,300,image/fits,3,0,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,NGC 206,Assoc*   ,33,010.1408 ,40.7394                  ,,dtouzan@gmail.com,IMAGE,1,58015.95833333023,58016.00277777994,3840,,,NGC 206  with 200mm focal length,58023,,33,POLYGON 10.9408 41.3394 10.9408 40.1394 9.3408 40.1394 9.3408 41.3394,300,image/fits,3,0,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,LBN 111.05-12.46 / LBN 534 ,RfNeb    ,32,355.0000 ,48.8000                  ,,dtouzan@gmail.com,IMAGE,1,58013.91666666977,58013.95833333023,3600,,,LBN 111.05-12.46 / LBN 534 with 200mm focal length,58021,,32,POLYGON 355.8 49.4 355.8 48.2 354.2 48.2 354.2 49.4,135,image/fits,3,0,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,M 39 ,OpCl     ,31,322.9500 ,48.4333                  ,,dtouzan@gmail.com,IMAGE,1,57970.94444443984,57970.95555556007,960,,,M 39 with 200mm focal length,57978,,31,POLYGON 323.75 49.0333 323.75 47.8333 322.15 47.8333 322.15 49.0333,200,image/fits,3,100,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,NGC 6885,OpCl     ,30,303.0042 ,26.4783                  ,,dtouzan@gmail.com,IMAGE,1,57971.94791666977,57971.95833333023,900,,,NGC 6885 with 200mm focal length,57979,,30,POLYGON 303.8042 27.0783 303.8042 25.8783 302.2042 25.8783 302.2042 27.0783,300,image/fits,3,100,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,NGC 6940,OpCl     ,29,308.6083 ,28.2833                  ,,dtouzan@gmail.com,IMAGE,1,57971.89583333023,57971.90625,900,,,NGC 6940 with 200mm focal length,57979,,29,POLYGON 309.4083 28.8833 309.4083 27.6833 307.8083 27.6833 307.8083 28.8833,300,image/fits,3,100,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,IC 5146,SFregion ,28,328.3500 ,47.2667                  ,,dtouzan@gmail.com,IMAGE,1,57970.97916666977,57971.02083333023,3600,,,IC 5146  with 200mm focal length,57978,,28,POLYGON 329.15 47.8667 329.15 46.6667 327.55 46.6667 327.55 47.8667,200,image/fits,3,100,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,NGC 6888,ISM      ,27,303.0292 ,38.3550                  ,,dtouzan@gmail.com,IMAGE,1,57951.9375,57951.99027778022,4560,,,NGC 6888 with 200mm focal length,57959,,27,POLYGON 303.8292 38.955 303.8292 37.755 302.2292 37.755 302.2292 38.955,200,image/fits,3,50,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,M 101,GinPair  ,26,210.802429 ,54.348750              ,,dtouzan@gmail.com,IMAGE,1,57897.95833333023,57897.986111110076,2400,,,M 101 with 200mm focal length,57905,,26,POLYGON 211.602429 54.94875 211.602429 53.74875 210.002429 53.74875 210.002429 54.94875,200,image/fits,3,0,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,M 106,Seyfert_2,25,184.740083 ,47.303719              ,,dtouzan@gmail.com,IMAGE,1,57896.97916666977,57896.9986111098,1680,,,M 106 with 200mm focal length,57904,,25,POLYGON 185.540083 47.903719 185.540083 46.703719 183.940083 46.703719 183.940083 47.903719,200,image/fits,3,0,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,M 51 ,GinPair  ,24,202.469575 ,47.195258              ,,dtouzan@gmail.com,IMAGE,1,57897.0,57897.04166666977,3600,,,M 51 with 200mm focal length,57904,,24,POLYGON 203.269575 47.795258 203.269575 46.595258 201.669575 46.595258 201.669575 47.795258,200,image/fits,3,0,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,M 64 ,Seyfert  ,23,194.182067 ,21.682658              ,,dtouzan@gmail.com,IMAGE,1,57886.90625,57886.94791666977,3600,,,M 64 with 200mm focal length,57894,,23,POLYGON 194.982067 22.282658 194.982067 21.082658 193.382067 21.082658 193.382067 22.282658,200,image/fits,3,100,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,NGC 2395,OpCl     ,22,111.7740 ,13.5840                  ,,dtouzan@gmail.com,IMAGE,1,57855.84722222015,57855.857638889924,900,,,NGC 2395 with 200mm focal length,57863,,22,POLYGON 112.574 14.184 112.574 12.984 110.974 12.984 110.974 14.184,200,image/fits,3,100,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,HD 421 / Do 26,Star     ,21,002.2055132965803 ,01.2542435642591,,dtouzan@gmail.com,IMAGE,1,57855.83333333023,57855.84375,900,,,HD 421 / Do 26  with 200mm focal length,57863,,21,POLYGON 3.0055132965803 1.8542435642591 3.0055132965803 0.6542435642591 1.4055132965803 0.6542435642591 1.4055132965803 1.8542435642591,200,image/fits,3,100,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,NGC 2281,OpCl     ,20,102.0708 ,41.0783                  ,,dtouzan@gmail.com,IMAGE,1,57854.861111110076,57854.87152777985,900,,,NGC 2281 with 200mm focal length,57862,,20,POLYGON 102.8708 41.6783 102.8708 40.4783 101.2708 40.4783 101.2708 41.6783,200,image/fits,3,100,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,NGC 2420,OpCl     ,19,114.5958 ,21.5733                  ,,dtouzan@gmail.com,IMAGE,1,57853.84375,57853.86944444012,2220,,,NGC 2420 with 200mm focal length,57861,,19,POLYGON 115.3958 22.1733 115.3958 20.9733 113.7958 20.9733 113.7958 22.1733,200,image/fits,3,100,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,NGC 4565,LINER    ,18,189.086683 ,25.987392              ,,dtouzan@gmail.com,IMAGE,1,57871.94722221978,57871.97500000009,2400,,,NGC 4565 with 200mm focal length,57879,,18,POLYGON 189.886683 26.587392 189.886683 25.387392 188.286683 25.387392 188.286683 26.587392,200,image/fits,3,0,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,NGC 2905 / NGC 2903,HII_G    ,17,143.042129 ,21.500831              ,,dtouzan@gmail.com,IMAGE,1,57871.90625,57871.925694440026,1680,,,NGC 2905 / NGC 2903 with 200mm focal length,57879,,17,POLYGON 143.842129 22.100831 143.842129 20.900831 142.242129 20.900831 142.242129 22.100831,200,image/fits,3,0,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,M 65 ,GinPair  ,16,169.733154 ,13.092211              ,,dtouzan@gmail.com,IMAGE,1,57869.0,57869.04166666977,3600,,,M 65 with 200mm focal length,57876,,16,POLYGON 170.533154 13.692211 170.533154 12.492211 168.933154 12.492211 168.933154 13.692211,200,image/fits,3,0,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,NGC 2331,OpCl     ,15,106.6800 ,27.2550                  ,,dtouzan@gmail.com,IMAGE,1,57827.93055556016,57827.94097222015,900,,,NGC 2331 with 200mm focal length,57835,,15,POLYGON 107.48 27.855 107.48 26.655 105.88 26.655 105.88 27.855,200,image/fits,3,100,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,NGC 2682 / M 67,OpCl     ,14,132.8250 ,11.8000                  ,,dtouzan@gmail.com,IMAGE,1,57803.0,57803.01041666977,900,,,NGC 2682 / M 67 with 200mm focal length,57810,,14,POLYGON 133.625 12.4 133.625 11.2 132.025 11.2 132.025 12.4,200,image/fits,3,50,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,IC 443 ,SNR      ,13,094.5113 ,22.6600                  ,,dtouzan@gmail.com,IMAGE,1,57775.875,57775.90416667005,2520,,,IC 443  with 200mm focal length,57783,,13,POLYGON 95.3113 23.26 95.3113 22.06 93.7113 22.06 93.7113 23.26,200,image/fits,3,25,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,NGC 1807,OpCl     ,12,077.7030 ,16.5220                  ,,dtouzan@gmail.com,IMAGE,1,57777.875,57777.892361110076,1500,,,NGC 1807 with 200mm focal length,57785,,12,POLYGON 78.503 17.122 78.503 15.922 76.903 15.922 76.903 17.122,200,image/fits,3,0,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,M 1,SNR      ,11,083.63308 ,22.01450                ,,dtouzan@gmail.com,IMAGE,1,57772.92708333023,57772.94513888983,1560,,,M 1 with 200mm focal length,57780,,11,POLYGON 84.43308 22.6145 84.43308 21.4145 82.83308 21.4145 82.83308 22.6145,200,image/fits,3,50,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,NGC 1893,OpCl     ,10,080.6833 ,33.4117                  ,,dtouzan@gmail.com,IMAGE,1,57771.91666666977,57771.92708333023,900,,,NGC 1893 with 200mm focal length,57779,,10,POLYGON 81.4833 34.0117 81.4833 32.8117 79.8833 32.8117 79.8833 34.0117,200,image/fits,3,50,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,NGC 2175,HII region,9,92.4125000,20.4866667,,dtouzan@gmail.com,IMAGE,1,57770.91666666977,57770.93194444012,1320,,,NGC 2175with 200mm focal length,57778,,9,POLYGON 93.2125 21.0866667 93.2125 19.8866667 91.6125 19.8866667 91.6125 21.0866667,200,image/fits,3,80,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,M 33 ,GinGroup ,8,023.462100 ,30.659942              ,,dtouzan@gmail.com,IMAGE,1,57775.83333333023,57775.87708332995,3780,,,M 33 with 200mm focal length,57783,,8,POLYGON 24.2621 31.259942 24.2621 30.059942 22.6621 30.059942 22.6621 31.259942,200,image/fits,3,25,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,NGC 663,OpCl     ,7,026.5375 ,61.2350                  ,,dtouzan@gmail.com,IMAGE,1,57769.89583333023,57769.90277777985,600,,,NGC 663  with 200mm focal length,57777,,7,POLYGON 27.3375 61.835 27.3375 60.635 25.7375 60.635 25.7375 61.835,200,image/fits,3,80,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,NGC 1907,OpCl     ,6,082.0208 ,35.3250                  ,,dtouzan@gmail.com,IMAGE,1,57755.78125,57755.78472222015,300,,,NGC 1907 with 200mm focal length,57763,,6,POLYGON 82.8208 35.925 82.8208 34.725 81.2208 34.725 81.2208 35.925,300,image/fits,3,25,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,M 37 ,OpCl     ,5,088.0750 ,32.5533                  ,,dtouzan@gmail.com,IMAGE,1,57748.82291666977,57748.84288193984,1725,,,M 37 with 200mm focal length,57756,,5,POLYGON 88.875 33.1533 88.875 31.9533 87.275 31.9533 87.275 33.1533,300,image/fits,3,0,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,M 38 ,OpCl     ,4,082.1792 ,35.8550                  ,,dtouzan@gmail.com,IMAGE,1,57751.77083333023,57751.78819443984,1500,,,M 38 with 200mm focal length,57759,,4,POLYGON 82.9792 36.455 82.9792 35.255 81.3792 35.255 81.3792 36.455,200,image/fits,3,0,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,M 34 ,OpCl     ,3,040.5208 ,42.7617                  ,,dtouzan@gmail.com,IMAGE,1,57750.77083333023,57750.78993056016,1650,,,M 34 with 200mm focal length,57758,,3,POLYGON 41.3208 43.3617 41.3208 42.1617 39.7208 42.1617 39.7208 43.3617,200,image/fits,3,0,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,M 37 ,OpCl     ,2,088.0750 ,32.5533                  ,,dtouzan@gmail.com,IMAGE,1,57744.97222222015,57744.97743056016,450,,,M 37 with 200mm focal length,57752,,2,POLYGON 88.875 33.1533 88.875 31.9533 87.275 31.9533 87.275 33.1533,200,image/fits,3,50,,
archive,UT1,SIGMA 70-300,Atik Titan,Deep sky objects with a telephoto lens,L,OPTICAL,M 35 ,OpCl     ,1,092.2250 ,24.3333                  ,,dtouzan@gmail.com,IMAGE,1,57744.90625,57744.918750000186,1080,,,M 35 with 200mm focal length,57752,,1,POLYGON 93.025 24.9333 93.025 23.7333 91.425 23.7333 91.425 24.9333,200,image/fits,3,50,,
